MR	p_mu	mean_mu	var_mu	max_loglikelihood
0.446	0.00010708294475872748	0.001511647076766591	4.4715284735771703e-07	-4500.271531678727
0.462	5.234931064475247e-05	0.0015729207790233398	5.239221009226896e-07	-3954.0531589852385
0.478	0.00016255868226900923	0.0015892649303528093	4.457543862950122e-07	-5661.547879815285
0.494	0.0001316128793633327	0.001602983463024565	1.0204789929685574e-06	-3567.9699658723944
0.511	0.00010002825910903735	0.0017571563126914155	3.2063089194576027e-06	-2467.5931617303013
0.528	0.00020401629540161664	0.0018792158709315821	3.339915264e-14	-2791.0646149815534
0.545	0.0	0.001971442863655622	4.947220402171649e-06	-2644.910497011056
0.562	1.87697406592778e-05	0.001908952836900364	2.940436087232878e-06	-1940.315856905655
0.58	0.0001736772749062499	0.0022827183766520047	3.1921879450823412e-06	-2328.5413852645847
0.598	9.2351163598996e-08	0.0024246645757207896	7.301578199768883e-06	-1839.0571482788228
0.616	0.0	0.0021822162166641344	4.3478051147759735e-06	-1531.3913555951476
0.635	3.167817306518658e-05	0.0023567449450007105	6.658948831404438e-07	-1558.1491169376523
0.654	0.0	0.0025655598134263933	8.184222712531222e-06	-1807.7373969643827
0.673	8.227237733858933e-06	0.002751689049686282	8.665085855051881e-06	-1559.6156158389545
0.693	5.5729956358409e-06	0.002685989933976141	7.418729690272039e-06	-1411.9913523634027
0.713	0.00021611769531946394	0.002877803319705752	5.334642293076738e-06	-1677.1499233926268
0.734	8.680728385195615e-05	0.002638531068173527	1.3746569668303676e-07	-1496.880560003376
0.755	0.00017179749471178197	0.002373551496541389	3.3399152639999996e-14	-1345.5418353080006
0.777	8.132475242813966e-05	0.003173444471788846	1.1633212525249324e-05	-1536.4283820190576
0.799	9.169839768725458e-05	0.0030225261576846364	3.556558433595378e-06	-1511.868084593541
0.821	3.0588339842350705e-05	0.002726645078104913	5.435517589470244e-06	-1256.8871147723016
0.844	0.0001301845167684639	0.0027754595076320597	2.012284713419244e-06	-1582.9681785496593
0.868	0.0001193016549988884	0.0031589137436507497	1.3673019475458704e-05	-2258.9338384302937
0.892	0.0	0.0032663017267765704	7.467632921010321e-06	-1274.2684315343956
0.916	9.46761929287025e-05	0.0030712903546255554	2.804526080549974e-06	-1821.9682287184132
0.942	1.847927952114074e-05	0.0032483122001945603	5.178476502967109e-06	-1955.506880370128
0.968	0.00011084104070959805	0.002814764150931788	2.4033771359021463e-06	-1657.1103644089221
0.994	6.006471610547315e-06	0.0033912229493960207	6.1852400838604494e-06	-2861.305955627544
1.022	1.0146447746824162e-05	0.003964570880783795	1.4489903730051976e-05	-2344.063129161941
1.05	3.9332855402031565e-05	0.003748558800840428	1.1998365355399398e-05	-2316.9346179564172
1.079	8.54730170740914e-05	0.0035391180769805027	6.22164589565319e-06	-3642.252910182008
1.109	0.0	0.0035993119150751623	1.0841117489129215e-05	-3693.114374326497
1.139	0.0	0.004275104411198985	1.3917216052801466e-05	-3984.2332910291602
1.171	6.791699544560013e-06	0.004181064212346053	8.231318122652135e-06	-3059.1287194116935
1.204	0.00010799982469832578	0.003078829339652361	3.460410400192543e-06	-4954.443393699721
1.238	6.676017519328172e-05	0.003839843461861325	6.363616916993234e-06	-5815.707593760293
