MR	p_mu	mean_mu	var_mu	max_loglikelihood
0.274	0.0	0.0012035751717684997	3.3399152639999996e-14	-84442.77862605912
0.288	7.777106419589651e-05	0.001260015007220608	3.339915264e-14	-69309.31728826553
0.301	0.00020833312203231806	0.0012946258938228378	3.339915264e-14	-58521.64680894992
0.315	0.0001663989180407555	0.0013404038985052101	3.339915264e-14	-50704.433959684655
0.329	0.016424812655881083	0.001435556522400942	3.339915264e-14	-43349.73767707873
0.342	0.00017056214447024235	0.0014181878015742937	3.339915264e-14	-47432.62437211745
0.357	8.971618230137677e-05	0.0014808787078310222	7.573641745930667e-08	-37159.17154735297
0.371	0.0001532331017578512	0.001504271822654117	3.2630686467071525e-08	-36123.48258909771
0.386	9.334563346505082e-05	0.0015986810320631883	2.0309399580373293e-07	-24830.21377846646
0.4	0.0	0.0016545906559814819	1.4796656608871808e-07	-24908.29643371321
0.416	0.00010110919709355561	0.0017274448252071024	2.269986645951482e-07	-18605.9315105715
0.431	8.871194898798e-05	0.0017850707327755645	3.656875874471867e-07	-20205.501312424698
0.446	0.04951040444009007	0.0018875317396905046	1.893500097629263e-07	-16485.59618675391
0.462	9.378097586441547e-05	0.0018863824438520769	4.307444434442705e-07	-14458.392162134285
0.478	7.896665938012182e-05	0.001893267494354634	2.3516465378311323e-07	-20203.153584960954
0.494	8.495071481101827e-05	0.0019483852462866178	4.76079711985177e-07	-13205.722221506228
0.511	7.798826353810236e-05	0.0020700293487207902	6.335142821648172e-07	-8851.104456703568
0.528	0.0	0.00218749398998783	1.0397305539389857e-06	-9428.163256537275
0.545	6.136892590679134e-05	0.00215669076593027	7.685743150869876e-07	-8900.48103743811
0.562	0.00012165811861179768	0.0021284210580927573	7.623245831436376e-07	-6473.030482708383
0.58	8.110235673173199e-05	0.0022852070870893887	1.4364000144013748e-06	-7072.415628900417
0.598	2.0996600067597938e-09	0.00264749054775705	2.8807757022799988e-06	-5671.8064301453
0.616	9.383144015983201e-05	0.002500704895833582	1.9717265773973138e-06	-4986.353598604823
0.635	0.0	0.002686734327473448	2.280179413440127e-06	-4945.339759989238
0.654	0.00010635663030504836	0.002574602603720874	2.2044091091978816e-06	-5481.49817491478
0.673	2.838258445094566e-08	0.0027781832141664476	2.686645202352265e-06	-4703.632279548106
0.693	1.3318345386700457e-06	0.002839232046922744	3.7456386782265352e-06	-4105.236329249845
0.713	2.0210160564675372e-07	0.003030276062325059	2.7611130304392956e-06	-4886.5786494266395
0.734	0.00016946327960044215	0.003012094183110426	3.981661325043884e-06	-4427.624022622864
0.755	4.7547825261673256e-06	0.0030622151281519076	3.7774485388360394e-06	-4200.688384897474
0.777	0.00014806642883804068	0.0034644646618495808	5.187973765513651e-06	-4574.717297164279
0.799	0.0	0.0036695300339938714	7.5733741563670414e-06	-4334.894269826365
0.821	0.0	0.0034401795247125467	5.7468473197024495e-06	-3810.0629090021935
0.844	6.9285212347019154e-06	0.0031811075843344136	4.56887527366124e-06	-4913.44867343002
0.868	2.289033221598419e-06	0.0032529923599017383	5.038828156730857e-06	-6271.867889435873
0.892	0.0	0.0037402995367033856	6.822906613191079e-06	-3512.727791794193
0.916	1.4723452289643845e-06	0.0037399792802840785	5.992810418525331e-06	-5489.87787214876
0.942	0.0	0.00377560190085589	6.633255485221443e-06	-5493.17300966429
0.968	7.289710733365206e-06	0.003631317506598934	6.051688668278989e-06	-5026.712146137149
0.994	0.0	0.004229455749623709	8.55182709990146e-06	-7893.863275652511
1.022	0.0	0.004535416919232408	1.0993329725238535e-05	-6230.362811387366
1.05	0.0	0.0046594841737599875	1.0938996918440842e-05	-6193.34182566261
1.079	0.0	0.004274275337178305	1.0828040951113462e-05	-9748.46871559659
1.109	0.0	0.004222462564604603	9.474359344901221e-06	-10106.979664240567
1.139	1.5569791607416526e-06	0.004902795947310373	1.2405339074864517e-05	-10143.841459523876
1.171	1.0630449194224965e-06	0.004913932894985442	1.1116264670882338e-05	-8082.224365451429
1.204	0.0	0.004116936599343606	8.151487911940265e-06	-14820.823667251589
1.238	4.587190400166313e-05	0.004902547309143645	8.72263734917862e-06	-15904.625418250023
1.273	1.1542634314561016e-05	0.005263595158683052	9.856218733753683e-06	-21662.62492025901
1.309	0.0	0.005487830587444984	1.1213811611783926e-05	-19981.17936001232
1.347	0.0003165891411296187	0.005737791882822206	1.053465832866688e-05	-26689.407225824532
1.386	1.0301590183060937e-05	0.00570384859087074	9.27268174708898e-06	-27498.228935819378
1.427	0.018700246323667	0.006133260245997395	7.077206792634593e-06	-27590.05614044275
1.47	0.018090105469303022	0.00587051793014765	1.1614065413219977e-05	-42974.21923070101
1.514	0.013084020233299958	0.006617787526827448	6.688388591377242e-06	-40470.67042452211
1.561	0.01579951212844853	0.006986724558095002	6.836906096774499e-06	-47200.06474591352
1.609	0.014042229285157769	0.007028858575349109	5.903541020955184e-06	-69078.67620265843
1.661	0.0160282742555988	0.007093597500243149	5.884245046973076e-06	-69089.03331851064
1.715	0.01059923572701264	0.007347497804820677	4.400555009509988e-06	-89293.27935815032
1.772	0.010273360845862067	0.007597109690174186	6.82981914341173e-06	-92568.3500115632
1.833	0.01130861346143179	0.007711566312717152	5.059713059875637e-06	-103486.61079482731
1.897	0.008686561776623632	0.007950663394390916	5.8365800346945945e-06	-114525.59279513697
1.966	0.009041941403069662	0.008326531967305288	5.577967142490884e-06	-130771.059749368
2.04	0.008346418913867927	0.008492405617185356	5.250258509927468e-06	-145582.93523246003
2.12	0.006758758115417464	0.008704927695946649	5.428247882478176e-06	-168175.2532188428
2.207	0.006151952900813275	0.009084526698366836	7.214055338023068e-06	-143740.55473889323
2.303	0.006416696030697473	0.009217559725467258	5.640017575043834e-06	-150139.20212466823
2.408	0.005911009671408347	0.009803723559507769	9.006642834644627e-06	-142270.17338392243
2.526	0.0037036733029391046	0.01030211639976937	9.093031190627071e-06	-109211.24414497266
2.659	0.003358027559617662	0.0106544573969579	8.556218052047075e-06	-104097.7720068355
2.813	0.00420544412147199	0.011105513173336804	1.0193462291980796e-05	-77565.54315067072
2.996	0.004445750043049807	0.011677627279276449	1.4131747304926393e-05	-37739.600431860534
3.219	0.0017229066971440833	0.012518976994741523	1.583070218554644e-05	-12237.901423787125
3.507	0.002368199012627368	0.015023205008892081	4.118969736206225e-05	-2938.541096254394
3.912	0.0	0.014611015993505073	5.6151254847498056e-05	-538.1184592688749
