MR	p_mu	mean_mu	var_mu	max_loglikelihood
0.357	0.00012059532862175533	0.0011129931916404752	3.339915264e-14	-3846.543736751437
0.371	0.0003740007516993141	0.0011612825847145943	3.339915264e-14	-3780.92183732305
0.386	0.00016023314210165192	0.0011395694740975843	3.3399152639999996e-14	-2490.1906802015283
0.4	0.00020430150364105523	0.001162924041155343	3.339915264e-14	-2489.820850939944
0.416	0.00026032741439120546	0.0013791408110165656	3.33991581694567e-14	-2091.7170266445664
0.431	0.0001265064486218361	0.0012697678263270886	8.740013108914473e-07	-2114.7402618111505
0.446	0.00012837611976872625	0.0013079964186878809	7.007635136454354e-07	-1743.6660811687414
0.462	0.0001829026138150559	0.0015597263904909102	3.339915264e-14	-1756.0121185217092
0.478	0.000191064403089068	0.001366634381789784	3.3399152639999996e-14	-2249.6767316379824
0.494	0.0002005929149081586	0.0013645672760859776	3.339915264e-14	-1364.0092818502112
0.511	5.144928666071279e-07	0.001775443239534447	3.938084006854729e-06	-1117.4537867707513
0.528	0.00013405271783941222	0.001510092826808447	9.845539299901154e-07	-1093.7721226073636
0.545	0.0007573988071790039	0.0018640739188436248	1.1364996860068831e-05	-1159.9394925969323
0.562	0.0001262932485460014	0.0016034250695537641	2.2825338823739555e-07	-798.1838543178757
0.58	7.04529154756973e-05	0.0020540339387067376	5.683298178302408e-06	-1004.8672874379863
0.598	8.234005233085639e-06	0.0024211639813456684	3.339915264e-14	-840.3885726489661
0.616	1.1580645345786263e-06	0.002389711735718037	1.651851301298289e-05	-745.4977611549583
0.635	0.0	0.001936877131347722	3.3399152639999996e-14	-630.3252870800676
0.654	6.637713769869138e-05	0.001988952240303728	3.4847518214965617e-06	-694.1463518530944
0.673	2.4027406866873823e-05	0.0024176926946687565	1.668147952596396e-05	-644.0468585000206
0.693	0.0	0.00234433915692742	1.8287084159928866e-05	-575.5340564263831
0.713	0.0	0.0022922320666184676	1.1694029827059676e-05	-673.3939629091565
0.734	0.0	0.002528406222633122	1.0908018541599487e-05	-664.2600449311237
0.755	0.00033386369465189904	0.0025007599564689552	3.339915264e-14	-637.889136205086
0.777	0.0003079945874202983	0.0025803245958473903	3.339915264e-14	-637.9930556037828
0.799	0.00010860980065745119	0.0025418716418342457	3.339915264e-14	-601.1358846552624
0.821	9.327183367377564e-05	0.0027343271061008897	2.5597575036617675e-06	-596.0566203943679
0.844	0.0	0.0026822780817409983	1.7912823328643354e-05	-726.8090196467072
0.868	0.0001653210593585451	0.0025633670898893607	3.339915264e-14	-960.435484713263
0.892	0.00010572707141420245	0.002432837515152838	3.339915264e-14	-489.2963424016797
0.916	0.00020426157290752043	0.002991584702309158	3.339915264e-14	-866.674908742616
0.942	0.00014880219325164593	0.0024368855511947736	3.339915264e-14	-682.095603894034
0.968	0.000398781554571083	0.0032660699617216554	3.3399152639999996e-14	-809.7966697434338
0.994	0.00021679131975679415	0.002918127746227076	3.3399152639999996e-14	-1200.3184605703939
1.022	0.00013555137270122714	0.0031349899978059107	3.339915264e-14	-1009.2029952360084
1.05	1.9522889864574036e-05	0.0034695390296694416	6.545057857156826e-06	-1073.8649665710343
1.079	0.00025165895512767203	0.00286711217945532	3.339915264e-14	-1402.2476849047193
